shipment_id,origin,destination,distance_km,weather_condition,temperature,rainfall,traffic_level,route_type,package_weight,shipment_type,dispatch_time,historical_delay_rate,estimated_delivery_time,actual_delivery_time,delay_minutes,delay_status
1789,Kolkata,Mumbai,1476.0,Clear,39.2,0.0,High,Rural Road,45.2,Standard,2025-11-10 08:00:00,0.34,1968.0,2054.3,86.3,Moderate Delay
1790,Mumbai,Raipur,1995.8,Cloudy,25.1,3.6,Medium,Mixed,34.8,Standard,2025-05-05 18:00:00,0.12,2661.1,2737.5,76.4,Moderate Delay
1791,Bangalore,Raipur,1794.8,Heavy Rain,23.4,56.7,Medium,City Road,30.1,Express,2025-02-06 13:00:00,0.03,2393.1,2481.3,88.2,Moderate Delay
1792,Kolkata,Bangalore,1598.0,Heavy Rain,37.9,63.2,Low,City Road,26.5,Standard,2025-08-16 10:00:00,0.17,2130.7,2243.1,112.4,Moderate Delay
1793,Kolkata,Pune,1378.7,Clear,32.8,0.0,Low,Rural Road,21.1,Same-Day,2025-02-22 21:00:00,0.06,1838.3,1872.4,34.1,Slight Delay
1794,Chennai,Ahmedabad,469.9,Rain,18.6,71.9,Low,Mixed,26.8,Standard,2025-02-06 16:00:00,0.29,626.5,677.7,51.2,Slight Delay
1795,Kolkata,Mumbai,309.4,Heavy Rain,20.4,41.2,High,Highway,34.7,Same-Day,2025-08-27 19:00:00,0.15,412.5,518.3,105.8,Moderate Delay
1796,Jaipur,Bangalore,169.7,Fog,10.1,0.0,Severe,Rural Road,19.3,Standard,2025-09-25 09:00:00,0.36,226.3,380.3,154.0,Moderate Delay
1797,Delhi,Pune,1738.5,Cloudy,33.6,3.3,Severe,Mixed,30.1,Express,2025-01-30 09:00:00,0.12,2318.0,2441.1,123.1,Moderate Delay
1798,Kolkata,Hyderabad,1240.6,Rain,42.3,12.2,High,Mixed,25.4,Same-Day,2025-05-09 17:00:00,0.27,1654.1,1750.4,96.3,Moderate Delay
1799,Delhi,Mumbai,104.6,Clear,24.3,0.0,Severe,City Road,36.1,Same-Day,2025-09-11 13:00:00,0.12,139.5,225.8,86.3,Moderate Delay
1800,Jaipur,Pune,1245.9,Fog,44.2,0.0,High,Highway,21.6,Same-Day,2025-09-07 18:00:00,0.24,1661.2,1735.8,74.6,Moderate Delay
1801,Jaipur,Ahmedabad,943.2,Fog,10.1,0.0,Severe,Highway,20.4,Same-Day,2025-02-25 09:00:00,0.06,1257.6,1381.2,123.6,Moderate Delay
1802,Jaipur,Delhi,884.5,Clear,19.4,0.0,Medium,Rural Road,35.2,Same-Day,2025-12-11 19:00:00,0.08,1179.3,1207.5,28.2,Slight Delay
1803,Pune,Mumbai,1004.9,Rain,25.3,34.5,Severe,Mixed,25.2,Same-Day,2025-09-25 07:00:00,0.32,1339.9,1463.7,123.8,Moderate Delay
1804,Pune,Raipur,1781.4,Fog,34.4,0.0,Low,City Road,45.0,Same-Day,2025-04-03 06:00:00,0.43,2375.2,2485.0,109.8,Moderate Delay
1805,Hyderabad,Delhi,1166.7,Rain,44.4,36.3,Severe,Highway,11.0,Same-Day,2025-08-22 14:00:00,0.31,1555.6,1688.9,133.3,Moderate Delay
1806,Hyderabad,Pune,755.7,Rain,23.8,12.5,Medium,Rural Road,38.2,Express,2025-01-25 16:00:00,0.22,1007.6,1083.2,75.6,Moderate Delay
1807,Raipur,Kolkata,1050.4,Cloudy,23.6,2.6,Medium,Rural Road,16.6,Same-Day,2025-07-25 17:00:00,0.37,1400.5,1440.6,40.1,Slight Delay
1808,Bangalore,Ahmedabad,163.1,Clear,41.3,0.0,High,Rural Road,30.8,Same-Day,2025-10-03 13:00:00,0.07,217.5,285.7,68.2,Moderate Delay
1809,Hyderabad,Kolkata,1503.0,Clear,17.1,0.0,Low,Mixed,43.2,Express,2025-11-15 21:00:00,0.21,2004.0,2057.4,53.4,Slight Delay
1810,Bangalore,Raipur,55.9,Cloudy,31.3,2.5,High,Mixed,10.2,Express,2025-06-22 20:00:00,0.6,74.5,180.8,106.3,Moderate Delay
1811,Hyderabad,Bangalore,1862.1,Cloudy,22.6,4.0,High,Highway,25.2,Standard,2025-04-08 15:00:00,0.24,2482.8,2588.9,106.1,Moderate Delay
1812,Ahmedabad,Jaipur,1363.5,Rain,38.9,25.3,Medium,Mixed,27.4,Same-Day,2025-12-23 08:00:00,0.58,1818.0,1893.0,75.0,Moderate Delay
1813,Chennai,Delhi,1779.3,Clear,44.7,0.0,Severe,Rural Road,28.6,Standard,2025-06-24 17:00:00,0.46,2372.4,2498.1,125.7,Moderate Delay
1814,Pune,Bangalore,147.9,Heavy Rain,28.5,25.5,Low,Rural Road,39.9,Same-Day,2025-10-19 08:00:00,0.0,197.2,256.2,59.0,Slight Delay
1815,Hyderabad,Chennai,434.0,Heavy Rain,44.8,63.0,Low,City Road,36.5,Same-Day,2025-03-21 14:00:00,0.22,578.7,645.6,66.9,Moderate Delay
1816,Mumbai,Ahmedabad,536.0,Cloudy,16.0,0.7,Medium,City Road,18.6,Standard,2025-08-14 12:00:00,0.3,714.7,766.4,51.7,Slight Delay
1817,Bangalore,Mumbai,1215.5,Rain,28.5,78.7,Medium,Highway,37.5,Same-Day,2025-09-05 20:00:00,0.35,1620.7,1691.6,70.9,Moderate Delay
1818,Pune,Jaipur,555.7,Storm,32.0,73.8,Medium,Mixed,16.2,Standard,2025-09-23 18:00:00,0.13,740.9,822.1,81.2,Moderate Delay
1819,Jaipur,Pune,655.3,Fog,34.7,0.0,High,Rural Road,43.6,Express,2025-08-09 17:00:00,0.47,873.7,969.9,96.2,Moderate Delay
1820,Hyderabad,Chennai,452.1,Rain,40.5,72.7,High,Highway,17.3,Same-Day,2025-03-10 16:00:00,0.21,602.8,697.1,94.3,Moderate Delay
1821,Chennai,Jaipur,538.9,Storm,41.8,76.3,Medium,Highway,13.8,Same-Day,2025-12-29 21:00:00,0.45,718.5,820.5,102.0,Moderate Delay
1822,Ahmedabad,Hyderabad,352.1,Clear,13.2,0.0,Medium,Rural Road,29.0,Same-Day,2025-12-26 13:00:00,0.59,469.5,529.4,59.9,Slight Delay
1823,Raipur,Kolkata,974.5,Storm,26.2,44.1,Low,Mixed,47.7,Same-Day,2025-08-13 21:00:00,0.36,1299.3,1431.9,132.6,Moderate Delay
1824,Jaipur,Pune,1053.7,Clear,16.8,0.0,Medium,Highway,34.6,Same-Day,2025-08-18 07:00:00,0.54,1404.9,1432.3,27.4,Slight Delay
1825,Hyderabad,Ahmedabad,1397.6,Fog,21.3,0.0,Medium,Highway,40.8,Same-Day,2025-07-01 08:00:00,0.33,1863.5,1935.6,72.1,Moderate Delay
1826,Kolkata,Hyderabad,1782.1,Fog,26.4,0.0,Low,Mixed,42.6,Express,2025-12-27 10:00:00,0.2,2376.1,2454.0,77.9,Moderate Delay
1827,Pune,Chennai,1898.6,Fog,30.1,0.0,Severe,Rural Road,38.1,Same-Day,2025-12-23 15:00:00,0.05,2531.5,2679.6,148.1,Moderate Delay
1828,Hyderabad,Chennai,1465.4,Storm,16.5,31.0,Severe,City Road,33.3,Same-Day,2025-12-15 16:00:00,0.29,1953.9,2187.4,233.5,Severe Delay
1829,Mumbai,Delhi,840.7,Fog,11.2,0.0,High,Highway,7.2,Standard,2025-11-11 08:00:00,0.19,1120.9,1227.3,106.4,Moderate Delay
1830,Ahmedabad,Pune,653.3,Fog,21.4,0.0,Medium,City Road,33.8,Standard,2025-11-04 11:00:00,0.32,871.1,934.7,63.6,Moderate Delay
1831,Bangalore,Mumbai,1575.2,Fog,13.9,0.0,Severe,Highway,36.3,Express,2025-02-15 09:00:00,0.23,2100.3,2263.4,163.1,Moderate Delay
1832,Pune,Raipur,592.8,Heavy Rain,12.2,69.4,Severe,Mixed,16.0,Standard,2025-06-25 11:00:00,0.12,790.4,975.5,185.1,Severe Delay
1833,Delhi,Hyderabad,862.4,Rain,36.0,77.4,Medium,Mixed,11.8,Express,2025-09-13 08:00:00,0.09,1149.9,1204.1,54.2,Slight Delay
1834,Bangalore,Hyderabad,1286.5,Heavy Rain,24.6,49.6,Medium,City Road,21.3,Express,2025-11-28 08:00:00,0.09,1715.3,1817.9,102.6,Moderate Delay
1835,Hyderabad,Ahmedabad,841.1,Clear,37.5,0.0,High,Highway,20.9,Same-Day,2025-02-01 07:00:00,0.42,1121.5,1174.3,52.8,Slight Delay
1836,Hyderabad,Delhi,1419.7,Cloudy,36.1,3.6,Low,Highway,20.8,Standard,2025-06-17 18:00:00,0.38,1892.9,1999.8,106.9,Moderate Delay
1837,Kolkata,Mumbai,1813.4,Storm,11.9,28.1,High,Highway,14.8,Standard,2025-04-07 21:00:00,0.38,2417.9,2604.3,186.4,Severe Delay
1838,Bangalore,Jaipur,1142.5,Cloudy,30.6,1.7,High,Highway,23.4,Same-Day,2025-03-21 17:00:00,0.05,1523.3,1599.1,75.8,Moderate Delay
1839,Jaipur,Bangalore,1221.1,Heavy Rain,16.5,57.1,Medium,City Road,4.0,Express,2025-01-16 07:00:00,0.17,1628.1,1734.1,106.0,Moderate Delay
1840,Ahmedabad,Delhi,1553.1,Rain,21.3,65.4,High,Highway,9.1,Express,2025-12-16 11:00:00,0.3,2070.8,2183.5,112.7,Moderate Delay
1841,Jaipur,Ahmedabad,997.6,Cloudy,40.9,0.4,Low,Mixed,3.3,Standard,2025-11-05 10:00:00,0.14,1330.1,1363.8,33.7,Slight Delay
1842,Jaipur,Hyderabad,1234.8,Heavy Rain,43.1,55.6,Severe,Mixed,39.3,Standard,2025-12-09 08:00:00,0.22,1646.4,1805.9,159.5,Moderate Delay
1843,Hyderabad,Chennai,1977.8,Rain,12.5,8.4,Medium,City Road,7.9,Express,2025-04-07 18:00:00,0.23,2637.1,2724.0,86.9,Moderate Delay
1844,Mumbai,Pune,1825.8,Clear,44.0,0.0,Severe,Highway,25.1,Same-Day,2025-02-16 16:00:00,0.14,2434.4,2520.6,86.2,Moderate Delay
1845,Ahmedabad,Jaipur,1224.1,Storm,32.5,54.9,Severe,City Road,18.9,Express,2025-06-14 10:00:00,0.48,1632.1,1832.0,199.9,Severe Delay
1846,Raipur,Chennai,310.0,Rain,40.4,26.3,Severe,Mixed,39.3,Express,2025-07-13 08:00:00,0.4,413.3,499.7,86.4,Moderate Delay
1847,Raipur,Mumbai,704.0,Heavy Rain,39.2,32.5,Low,Rural Road,37.9,Same-Day,2025-09-05 18:00:00,0.26,938.7,1035.8,97.1,Moderate Delay
1848,Kolkata,Ahmedabad,859.4,Rain,18.0,10.3,Low,Highway,27.0,Standard,2025-02-15 15:00:00,0.59,1145.9,1228.9,83.0,Moderate Delay
1849,Jaipur,Ahmedabad,48.3,Cloudy,14.1,4.4,High,Highway,41.9,Same-Day,2025-01-15 07:00:00,0.18,64.4,120.6,56.2,Slight Delay
1850,Kolkata,Raipur,482.4,Cloudy,38.3,1.9,High,Highway,41.8,Same-Day,2025-08-11 22:00:00,0.23,643.2,677.6,34.4,Slight Delay
1851,Ahmedabad,Bangalore,1897.4,Storm,30.1,43.1,High,Highway,42.1,Standard,2025-02-20 20:00:00,0.52,2529.9,2703.4,173.5,Moderate Delay
1852,Bangalore,Kolkata,669.6,Fog,24.2,0.0,High,Highway,41.2,Same-Day,2025-04-15 21:00:00,0.36,892.8,975.6,82.8,Moderate Delay
1853,Chennai,Mumbai,1689.7,Clear,11.0,0.0,Severe,City Road,11.9,Same-Day,2025-03-01 15:00:00,0.54,2252.9,2412.6,159.7,Moderate Delay
1854,Mumbai,Kolkata,1672.5,Fog,37.0,0.0,High,City Road,40.8,Express,2025-04-27 17:00:00,0.31,2230.0,2358.3,128.3,Moderate Delay
1855,Pune,Mumbai,1712.1,Cloudy,12.8,4.2,Medium,City Road,15.0,Same-Day,2025-12-09 14:00:00,0.39,2282.8,2374.1,91.3,Moderate Delay
1856,Pune,Kolkata,660.6,Cloudy,18.8,1.4,High,Mixed,47.5,Same-Day,2025-01-06 19:00:00,0.22,880.8,961.6,80.8,Moderate Delay
1857,Pune,Raipur,1224.0,Rain,27.5,33.7,Medium,Mixed,45.0,Express,2025-11-04 06:00:00,0.15,1632.0,1710.7,78.7,Moderate Delay
1858,Pune,Mumbai,1535.6,Fog,22.5,0.0,Severe,City Road,40.2,Same-Day,2025-12-20 13:00:00,0.21,2047.5,2202.4,154.9,Moderate Delay
1859,Delhi,Bangalore,577.9,Clear,25.4,0.0,Medium,Mixed,3.6,Standard,2025-04-04 16:00:00,0.52,770.5,831.9,61.4,Moderate Delay
1860,Bangalore,Hyderabad,556.0,Fog,31.1,0.0,Severe,Rural Road,46.5,Same-Day,2025-05-27 15:00:00,0.51,741.3,911.2,169.9,Moderate Delay
1861,Jaipur,Kolkata,621.7,Clear,21.3,0.0,Low,Mixed,49.5,Standard,2025-02-14 21:00:00,0.08,828.9,847.4,18.5,Slight Delay
1862,Chennai,Bangalore,1584.3,Storm,25.4,37.4,Low,Mixed,28.1,Express,2025-02-25 09:00:00,0.35,2112.4,2245.5,133.1,Moderate Delay
1863,Chennai,Mumbai,604.3,Heavy Rain,22.6,51.7,Medium,Highway,11.9,Same-Day,2025-02-04 13:00:00,0.55,805.7,895.6,89.9,Moderate Delay
1864,Pune,Hyderabad,92.5,Heavy Rain,25.3,13.8,Medium,Mixed,21.1,Same-Day,2025-01-22 22:00:00,0.5,123.3,222.6,99.3,Moderate Delay
1865,Chennai,Kolkata,855.2,Fog,24.9,0.0,High,Highway,46.0,Same-Day,2025-01-08 10:00:00,0.35,1140.3,1269.8,129.5,Moderate Delay
1866,Hyderabad,Kolkata,432.4,Cloudy,37.8,4.7,High,Mixed,44.6,Standard,2025-11-26 07:00:00,0.19,576.5,664.8,88.3,Moderate Delay
1867,Pune,Raipur,1081.3,Cloudy,28.0,0.2,High,Highway,3.9,Standard,2025-04-05 12:00:00,0.0,1441.7,1499.4,57.7,Slight Delay
1868,Hyderabad,Ahmedabad,1671.1,Clear,15.8,0.0,Severe,Highway,3.1,Standard,2025-11-05 22:00:00,0.11,2228.1,2337.7,109.6,Moderate Delay
1869,Kolkata,Jaipur,200.4,Cloudy,15.2,2.5,Medium,Rural Road,46.1,Standard,2025-02-27 08:00:00,0.52,267.2,347.5,80.3,Moderate Delay
1870,Pune,Jaipur,784.4,Storm,25.5,44.3,Low,City Road,6.9,Same-Day,2025-06-14 17:00:00,0.22,1045.9,1121.7,75.8,Moderate Delay
1871,Mumbai,Chennai,975.8,Clear,14.7,0.0,Medium,Highway,19.5,Express,2025-01-02 07:00:00,0.07,1301.1,1324.4,23.3,Slight Delay
1872,Pune,Delhi,700.9,Cloudy,39.6,0.4,Low,Highway,43.0,Standard,2025-11-29 21:00:00,0.29,934.5,984.9,50.4,Slight Delay
1873,Jaipur,Pune,474.7,Rain,44.1,11.3,Severe,Mixed,3.9,Same-Day,2025-05-02 21:00:00,0.36,632.9,780.4,147.5,Moderate Delay
1874,Jaipur,Kolkata,987.2,Rain,12.3,41.4,Severe,Mixed,21.6,Standard,2025-08-21 17:00:00,0.43,1316.3,1426.3,110.0,Moderate Delay
1875,Chennai,Bangalore,1321.3,Rain,44.8,53.9,Medium,Mixed,30.5,Express,2025-03-24 17:00:00,0.25,1761.7,1839.3,77.6,Moderate Delay
1876,Mumbai,Raipur,1535.9,Rain,38.7,14.4,Medium,Highway,48.9,Express,2025-07-30 13:00:00,0.59,2047.9,2152.5,104.6,Moderate Delay
1877,Pune,Bangalore,427.8,Fog,24.8,0.0,High,City Road,33.4,Express,2025-08-04 19:00:00,0.04,570.4,668.9,98.5,Moderate Delay
1878,Raipur,Ahmedabad,1580.0,Heavy Rain,11.2,73.0,Severe,Mixed,46.0,Express,2025-06-22 16:00:00,0.34,2106.7,2274.0,167.3,Moderate Delay
1879,Pune,Bangalore,819.7,Fog,33.9,0.0,Medium,City Road,5.5,Standard,2025-12-31 12:00:00,0.08,1092.9,1192.3,99.4,Moderate Delay
1880,Jaipur,Chennai,692.5,Fog,22.7,0.0,High,Mixed,16.1,Same-Day,2025-07-29 17:00:00,0.43,923.3,1032.1,108.8,Moderate Delay
1881,Kolkata,Chennai,1570.2,Heavy Rain,33.5,42.3,Medium,Mixed,36.1,Standard,2025-10-05 20:00:00,0.49,2093.6,2211.6,118.0,Moderate Delay
1882,Kolkata,Raipur,1723.5,Clear,28.0,0.0,Medium,City Road,27.0,Express,2025-10-10 11:00:00,0.52,2298.0,2361.4,63.4,Moderate Delay
1883,Pune,Jaipur,999.8,Heavy Rain,43.8,77.8,Medium,Mixed,42.6,Standard,2025-12-22 12:00:00,0.19,1333.1,1449.1,116.0,Moderate Delay
1884,Pune,Bangalore,1298.2,Rain,22.7,42.5,Medium,Mixed,45.3,Same-Day,2025-04-12 10:00:00,0.38,1730.9,1817.1,86.2,Moderate Delay
1885,Pune,Hyderabad,954.2,Heavy Rain,27.5,71.3,Medium,City Road,30.4,Express,2025-06-11 22:00:00,0.42,1272.3,1418.2,145.9,Moderate Delay
1886,Mumbai,Bangalore,1209.1,Clear,14.7,0.0,Low,Highway,19.9,Standard,2025-01-28 16:00:00,0.58,1612.1,1666.6,54.5,Slight Delay
1887,Delhi,Pune,122.2,Rain,14.2,19.5,Medium,City Road,42.0,Standard,2025-06-07 08:00:00,0.04,162.9,206.5,43.6,Slight Delay
1888,Hyderabad,Pune,1446.2,Storm,38.4,15.4,Severe,Mixed,24.6,Express,2025-12-27 11:00:00,0.15,1928.3,2103.5,175.2,Moderate Delay
1889,Kolkata,Hyderabad,1934.0,Clear,39.7,0.0,Medium,City Road,44.1,Standard,2025-08-01 09:00:00,0.28,2578.7,2668.5,89.8,Moderate Delay
1890,Ahmedabad,Pune,319.2,Cloudy,22.8,0.6,Severe,Rural Road,20.5,Same-Day,2025-05-08 09:00:00,0.02,425.6,512.8,87.2,Moderate Delay
1891,Bangalore,Ahmedabad,1055.6,Clear,27.8,0.0,Low,City Road,16.2,Express,2025-08-31 18:00:00,0.5,1407.5,1491.2,83.7,Moderate Delay
1892,Raipur,Bangalore,576.1,Clear,33.2,0.0,High,Mixed,49.1,Same-Day,2025-10-20 11:00:00,0.38,768.1,863.3,95.2,Moderate Delay
1893,Raipur,Mumbai,1963.2,Heavy Rain,37.1,38.6,High,Rural Road,26.8,Standard,2025-07-09 08:00:00,0.54,2617.6,2766.9,149.3,Moderate Delay
1894,Bangalore,Chennai,821.7,Storm,38.2,40.1,High,Mixed,42.2,Standard,2025-02-26 12:00:00,0.21,1095.6,1266.4,170.8,Moderate Delay
1895,Hyderabad,Kolkata,479.3,Fog,44.5,0.0,Low,Rural Road,25.4,Same-Day,2025-09-11 06:00:00,0.57,639.1,711.8,72.7,Moderate Delay
1896,Jaipur,Pune,535.7,Cloudy,17.5,4.3,High,Rural Road,30.1,Standard,2025-09-20 14:00:00,0.46,714.3,810.6,96.3,Moderate Delay
1897,Ahmedabad,Mumbai,818.6,Heavy Rain,26.5,72.2,High,City Road,28.2,Standard,2025-11-29 13:00:00,0.18,1091.5,1234.9,143.4,Moderate Delay
1898,Kolkata,Hyderabad,766.6,Heavy Rain,13.0,40.2,Severe,Rural Road,37.7,Standard,2025-05-20 20:00:00,0.22,1022.1,1215.8,193.7,Severe Delay
1899,Delhi,Pune,306.9,Storm,13.6,51.2,Low,City Road,6.2,Same-Day,2025-01-06 06:00:00,0.51,409.2,565.9,156.7,Moderate Delay
1900,Kolkata,Raipur,1384.0,Cloudy,14.7,2.5,Severe,Mixed,39.2,Express,2025-01-19 14:00:00,0.13,1845.3,1947.2,101.9,Moderate Delay
1901,Pune,Hyderabad,1447.4,Rain,37.4,75.0,Severe,Mixed,18.7,Same-Day,2025-06-25 10:00:00,0.41,1929.9,2055.4,125.5,Moderate Delay
1902,Hyderabad,Kolkata,1817.6,Storm,32.7,40.8,Medium,Mixed,40.8,Express,2025-05-17 08:00:00,0.27,2423.5,2554.7,131.2,Moderate Delay
1903,Raipur,Delhi,968.5,Fog,20.6,0.0,High,Highway,23.7,Standard,2025-03-07 09:00:00,0.13,1291.3,1393.1,101.8,Moderate Delay
1904,Chennai,Delhi,1987.0,Cloudy,40.8,2.7,High,Highway,49.5,Standard,2025-10-20 13:00:00,0.42,2649.3,2740.4,91.1,Moderate Delay
1905,Delhi,Bangalore,1176.8,Clear,11.3,0.0,Low,Rural Road,43.9,Same-Day,2025-02-06 10:00:00,0.18,1569.1,1601.5,32.4,Slight Delay
1906,Jaipur,Raipur,534.2,Fog,31.4,0.0,High,Highway,2.5,Same-Day,2025-03-04 07:00:00,0.58,712.3,837.2,124.9,Moderate Delay
1907,Bangalore,Kolkata,1383.4,Fog,19.7,0.0,Low,City Road,22.6,Standard,2025-02-16 06:00:00,0.26,1844.5,1958.2,113.7,Moderate Delay
1908,Pune,Chennai,1326.3,Cloudy,29.7,0.3,Low,Highway,30.0,Express,2025-06-14 22:00:00,0.01,1768.4,1817.4,49.0,Slight Delay
1909,Chennai,Ahmedabad,642.8,Cloudy,32.0,3.8,Severe,City Road,25.3,Express,2025-05-28 07:00:00,0.53,857.1,1023.7,166.6,Moderate Delay
1910,Raipur,Bangalore,368.4,Storm,42.1,23.4,Low,Highway,12.6,Standard,2025-04-12 14:00:00,0.49,491.2,583.0,91.8,Moderate Delay
1911,Bangalore,Jaipur,1104.4,Storm,34.9,69.5,Medium,Highway,46.8,Same-Day,2025-02-08 12:00:00,0.47,1472.5,1646.4,173.9,Moderate Delay
1912,Bangalore,Pune,1385.6,Cloudy,35.2,2.8,Medium,Mixed,11.6,Same-Day,2025-10-31 15:00:00,0.57,1847.5,1950.7,103.2,Moderate Delay
1913,Jaipur,Pune,822.2,Storm,11.3,8.6,High,City Road,14.6,Express,2025-05-09 17:00:00,0.38,1096.3,1242.9,146.6,Moderate Delay
1914,Chennai,Jaipur,169.1,Clear,32.4,0.0,High,Rural Road,40.9,Standard,2025-02-03 07:00:00,0.45,225.5,325.4,99.9,Moderate Delay
1915,Delhi,Ahmedabad,382.7,Rain,17.5,26.7,Low,Mixed,48.8,Standard,2025-12-12 20:00:00,0.59,510.3,596.0,85.7,Moderate Delay
1916,Mumbai,Bangalore,680.9,Rain,39.9,16.2,High,Highway,47.3,Same-Day,2025-05-15 16:00:00,0.3,907.9,996.4,88.5,Moderate Delay
1917,Raipur,Hyderabad,1018.7,Fog,43.8,0.0,Severe,Rural Road,34.8,Express,2025-06-03 21:00:00,0.15,1358.3,1489.6,131.3,Moderate Delay
1918,Hyderabad,Jaipur,1842.1,Fog,38.2,0.0,Medium,City Road,7.5,Same-Day,2025-03-29 07:00:00,0.46,2456.1,2580.7,124.6,Moderate Delay
1919,Hyderabad,Raipur,995.9,Heavy Rain,34.4,7.6,Severe,Rural Road,38.3,Express,2025-08-26 20:00:00,0.02,1327.9,1479.9,152.0,Moderate Delay
1920,Raipur,Bangalore,972.7,Cloudy,37.6,0.4,Severe,Mixed,10.0,Standard,2025-03-13 16:00:00,0.33,1296.9,1401.6,104.7,Moderate Delay
1921,Pune,Bangalore,810.0,Heavy Rain,38.9,10.4,High,Highway,10.2,Express,2025-12-05 11:00:00,0.18,1080.0,1202.4,122.4,Moderate Delay
1922,Bangalore,Chennai,461.1,Cloudy,39.6,4.1,Low,Highway,20.1,Express,2025-08-30 10:00:00,0.35,614.8,659.8,45.0,Slight Delay
1923,Kolkata,Pune,49.3,Cloudy,19.4,1.0,Low,Mixed,25.7,Express,2025-03-23 15:00:00,0.12,65.7,83.5,17.8,Slight Delay
1924,Ahmedabad,Kolkata,1511.5,Cloudy,43.5,0.1,Medium,Mixed,27.1,Same-Day,2025-09-13 19:00:00,0.13,2015.3,2092.6,77.3,Moderate Delay
1925,Pune,Bangalore,1113.3,Heavy Rain,39.6,29.0,Low,Rural Road,22.2,Standard,2025-02-04 16:00:00,0.28,1484.4,1569.0,84.6,Moderate Delay
1926,Raipur,Kolkata,1231.0,Cloudy,14.7,1.3,Medium,Mixed,2.6,Standard,2025-08-02 21:00:00,0.04,1641.3,1683.6,42.3,Slight Delay
1927,Mumbai,Hyderabad,884.7,Fog,42.0,0.0,Medium,Rural Road,39.7,Same-Day,2025-06-09 19:00:00,0.18,1179.6,1293.5,113.9,Moderate Delay
1928,Jaipur,Delhi,1349.0,Storm,16.8,20.0,Medium,Rural Road,23.7,Express,2025-07-11 10:00:00,0.55,1798.7,1931.5,132.8,Moderate Delay
1929,Hyderabad,Ahmedabad,1379.8,Clear,12.0,0.0,Low,Mixed,21.2,Express,2025-08-02 13:00:00,0.35,1839.7,1896.4,56.7,Slight Delay
1930,Chennai,Pune,50.9,Fog,32.5,0.0,Medium,Rural Road,4.1,Same-Day,2025-09-01 14:00:00,0.0,67.9,115.2,47.3,Slight Delay
1931,Ahmedabad,Hyderabad,834.1,Storm,18.2,43.6,High,City Road,40.0,Standard,2025-06-14 13:00:00,0.5,1112.1,1325.2,213.1,Severe Delay
1932,Jaipur,Chennai,1409.5,Cloudy,16.2,4.9,Severe,Mixed,31.0,Standard,2025-06-10 22:00:00,0.1,1879.3,2000.5,121.2,Moderate Delay
1933,Delhi,Raipur,1214.9,Cloudy,34.0,2.0,High,Highway,38.8,Same-Day,2025-09-09 20:00:00,0.58,1619.9,1730.9,111.0,Moderate Delay
1934,Jaipur,Kolkata,1133.8,Clear,34.5,0.0,Severe,Mixed,49.8,Standard,2025-05-22 10:00:00,0.02,1511.7,1583.5,71.8,Moderate Delay
1935,Hyderabad,Mumbai,662.8,Heavy Rain,26.0,21.2,Medium,City Road,43.4,Same-Day,2025-01-02 16:00:00,0.35,883.7,994.9,111.2,Moderate Delay
1936,Hyderabad,Ahmedabad,628.3,Storm,15.4,68.0,Medium,Rural Road,3.7,Express,2025-09-06 16:00:00,0.17,837.7,952.7,115.0,Moderate Delay
1937,Jaipur,Ahmedabad,1868.6,Cloudy,20.9,1.8,Medium,Highway,23.9,Express,2025-02-01 12:00:00,0.34,2491.5,2587.0,95.5,Moderate Delay
1938,Ahmedabad,Jaipur,1177.2,Rain,17.5,11.8,Medium,Mixed,35.1,Express,2025-12-25 06:00:00,0.43,1569.6,1660.2,90.6,Moderate Delay
1939,Kolkata,Hyderabad,1623.7,Cloudy,31.4,0.6,Medium,Rural Road,34.3,Standard,2025-01-15 19:00:00,0.59,2164.9,2279.8,114.9,Moderate Delay
1940,Delhi,Pune,1908.6,Heavy Rain,25.8,14.7,Medium,Mixed,5.9,Same-Day,2025-07-15 11:00:00,0.39,2544.8,2687.3,142.5,Moderate Delay
1941,Jaipur,Raipur,420.5,Rain,34.1,5.8,Low,Rural Road,15.6,Express,2025-05-22 12:00:00,0.24,560.7,607.2,46.5,Slight Delay
1942,Jaipur,Raipur,343.5,Rain,37.6,5.5,Medium,City Road,6.8,Express,2025-01-09 09:00:00,0.32,458.0,519.6,61.6,Moderate Delay
1943,Mumbai,Pune,1958.9,Storm,14.4,33.0,Severe,Rural Road,46.6,Standard,2025-06-11 18:00:00,0.53,2611.9,2871.3,259.4,Severe Delay
1944,Ahmedabad,Mumbai,390.9,Fog,32.2,0.0,Severe,Rural Road,29.7,Express,2025-04-02 16:00:00,0.39,521.2,690.1,168.9,Moderate Delay
1945,Jaipur,Mumbai,566.9,Fog,34.9,0.0,High,Rural Road,30.5,Same-Day,2025-10-19 07:00:00,0.51,755.9,856.7,100.8,Moderate Delay
1946,Ahmedabad,Mumbai,395.4,Fog,38.2,0.0,Medium,Mixed,14.1,Standard,2025-02-04 10:00:00,0.2,527.2,591.0,63.8,Moderate Delay
1947,Bangalore,Delhi,1642.2,Storm,37.9,12.6,Medium,City Road,40.1,Standard,2025-07-04 17:00:00,0.07,2189.6,2341.0,151.4,Moderate Delay
1948,Hyderabad,Delhi,479.6,Heavy Rain,15.8,62.0,High,Highway,17.6,Express,2025-07-25 07:00:00,0.08,639.5,733.8,94.3,Moderate Delay
